subject,recording,n_expert_epochs_before_edge_trim,n_scored_epochs,n_edge_wake_epochs_excluded,accuracy,balanced_accuracy,cohen_kappa,macro_f1
0.0,1.0,2650.0,841.0,1809.0,0.7847800237812128,0.6968982058293871,0.7159653234413834,0.7058988335481928
1.0,1.0,2802.0,1103.0,1699.0,0.8368087035358114,0.8369839791813669,0.7690484970238268,0.7990564541219337
